f^(1): LTE = O(20)
=========================

f^(1): forward 0
-----------------------------------
(weights, stencil)
-1.1575357278412356620834e+01, 1
5.0096440206790440186069e+00, 2
-1.4247375645446958003504e+00, 3
3.7770396612711260031503e-01, 4
-8.6358052800875537147185e-02, 5
1.5854426133548205068990e-02, 6
-2.1544506148189128229287e-03, 7
1.9080285051005231285529e-04, 8
-8.2147603419390187402599e-06, 9
-----------------------------------
f^(4): backward 8
-----------------------------------
(weights, stencil)
1.6763764905024241616811e-09, -12
-8.6228154250952746602147e-09, -11
-7.6993525280013440675326e-08, -10
9.4931570863132962955465e-07, -9
3.9925137004763431593755e-05, -8
-9.1049363315447769812172e-04, -7
9.3348970670426249102158e-03, -6
-6.2251780997620090318811e-02, -5
3.1113945095139605712120e-01, -4
-1.2827043802869217969942e+00, -3
4.7704507196891317022391e+00, -2
-1.1253428383399066703419e+01, -1
1.5016535636547878596048e+01, 0
-1.1253017732920369553540e+01, 1
4.7698737259929071541364e+00, 2
-1.2822349323123594100338e+00, 3
3.1089034746117988339265e-01, 4
-6.2173111121852940585963e-02, 5
9.3297436715820570435342e-03, 6
-9.1860186301885333060718e-04, 7
4.4104486856482473251372e-05, 8
-----------------------------------
f^(4): backward 7
-----------------------------------
(weights, stencil)
-1.1589645095384706975049e-07, -13
3.8467538542658063068920e-07, -12
5.9736761801936661089754e-07, -11
1.1539815398957395609298e-05, -10
-5.4756220291070198033772e-05, -9
-8.7491056422554205809078e-04, -8
9.8256838602593550568987e-03, -7
-4.8010211044420741943739e-02, -6
1.3608739845166289983425e-01, -5
-1.8448899840232169111687e-01, -4
-3.4041313160174557772564e-01, -3
3.3686057439431844606759e+00, -2
-9.5960441697240703717853e+00, -1
1.3448005697800109459195e+01, 0
-1.0063876009672050315658e+01, 1
4.0515443735843490458137e+00, 2
-9.4066972180959607108264e-01, 3
1.8572387334073325870776e-01, 4
-2.8038012308013039730614e-02, 5
2.8017838140501258835380e-03, 6
-1.3703942008444047317289e-04, 7
-----------------------------------
f^(4): backward 6
-----------------------------------
(weights, stencil)
-3.0923748494900762793418e-09, -14
-5.3528911494713962846619e-07, -13
1.7865271763874092294383e-06, -12
2.7394412235299200253293e-06, -11
4.4975867557310478142378e-05, -10
-2.1441656120558763186021e-04, -9
-3.3790893156095532998129e-03, -8
3.7570853718815785948770e-02, -7
-1.8691957616714938161806e-01, -6
5.8351742267396367047638e-01, -5
-1.2187570453244380708213e+00, -4
1.4650045601719836607657e+00, -3
9.2373285682493233572643e-01, -2
-6.9918497685991809476036e+00, -1
1.1255380573853202008650e+01, 0
-8.6083223185126005461143e+00, 1
3.2974242085810754332442e+00, 2
-6.4168981579887396371475e-01, 3
9.8033968108599808810588e-02, 4
-1.0094680810771120352265e-02, 5
5.1330370738476263810235e-04, 6
-----------------------------------
f^(4): backward 5
-----------------------------------
(weights, stencil)
1.1506886711854203154260e-06, -15
-4.8194613164910216583908e-06, -14
-7.2732664785500691724996e-06, -13
3.6017476629630868585272e-05, -12
5.7002437093743910621890e-05, -11
3.3421348904917884577170e-04, -10
-1.8060264179410089133843e-03, -9
-2.4629416285713252865452e-02, -8
2.3981077762134650477321e-01, -7
-1.0477223051618116400618e+00, -6
2.9341489019959352546607e+00, -5
-5.8151316185266788139074e+00, -4
8.2290913424331080250340e+00, -3
-6.7567417098395932129051e+00, -2
-1.8790807608298440434247e-01, -1
6.5472744433355867244018e+00, 0
-6.0832859182392873265144e+00, 1
2.2666219669544842574282e+00, 2
-3.3167213148847518588980e-01, 3
3.3199794332786677908409e-02, 4
-1.6663159938041646399021e-03, 5
-----------------------------------
f^(4): backward 4
-----------------------------------
(weights, stencil)
2.3397843994661017704394e-09, -16
6.1490418950975036052088e-06, -15
-2.5651812076741337587029e-05, -14
-2.8535007586111870770719e-05, -13
1.5809449969349454378706e-04, -12
2.5098795966520503738020e-04, -11
1.1023078375258512588003e-03, -10
-6.3268186965583280562120e-03, -9
-8.1717964515550203796757e-02, -8
7.4947796719080483907049e-01, -7
-3.0610205170667237339899e+00, -6
7.9913763865050251311573e+00, -5
-1.4827061800165504124038e+01, -4
2.0186903171767749398668e+01, -3
-1.8843190022529174854071e+01, -2
9.1915307645166635097667e+00, -1
9.7895617033949944296722e-01, 0
-3.5926766422768992015335e+00, 1
1.4526805383758825129803e+00, 2
-1.4796974143277638602534e-01, 3
7.5751531287798681141288e-03, 4
-----------------------------------
f^(4): backward 3
-----------------------------------
(weights, stencil)
-1.3447491493088327698074e-05, -17
2.8118721099461762777394e-05, -16
2.8802823216283405648869e-04, -15
-1.0716694318365018075145e-03, -14
1.0067199018847037411684e-04, -13
2.2714205670581947942022e-03, -12
3.6505579029817106923028e-03, -11
5.6549351933404675904504e-03, -10
-4.6812758011634293675574e-02, -9
-5.3653743752588278770332e-01, -8
4.2417612892565843552006e+00, -7
-1.4800816129997908632276e+01, -6
3.2922935218611527830035e+01, -5
-5.2132039410792017974927e+01, -4
6.1382588809361784853991e+01, -3
-5.3074029263955075919057e+01, -2
3.0654032059770251805730e+01, -1
-9.0601204266638148965285e+00, 0
-1.8684538525793678576115e-01, 1
6.5919312580967759362949e-01, 2
-3.4218306289058988967078e-02, 3
-----------------------------------
f^(4): backward 2
-----------------------------------
(weights, stencil)
3.3297165281710012184335e-04, -18
-2.2086925282933812103581e-03, -17
3.0482176927144641158385e-03, -16
1.1098213670200354416528e-02, -15
-3.6695026373183149692725e-02, -14
1.6083966331599773569305e-02, -13
3.1005605802023564199210e-02, -12
5.1400732991473629951429e-02, -11
9.0072135493099916153659e-03, -10
-3.5434562018914145253845e-01, -9
-3.6707465250443305215811e+00, -8
2.4896085057514149241342e+01, -7
-7.3696651323083926854451e+01, -6
1.3808171843523172128698e+02, -5
-1.8314013557653478869724e+02, -4
1.8031773783269343880420e+02, -3
-1.3290712279783457461235e+02, -2
7.0080896162498845569644e+01, -1
-2.3043575059469564081382e+01, 0
3.1940147398748255369583e+00, 1
1.5905147155471258124670e-01, 2
-----------------------------------
f^(4): backward 1
-----------------------------------
(weights, stencil)
1.4710074321133692620833e-07, -19
2.6294155728693409043717e-03, -18
-1.6742177819121396159519e-02, -17
2.2609277185864272430305e-02, -16
7.4282142678661733370404e-02, -15
-2.4077681507751275136187e-01, -14
1.1648379528789876147243e-01, -13
1.6100478754125413516363e-01, -12
2.7057974313786670172988e-01, -11
-4.9994421196144930852334e-02, -10
-1.4466874776599092378149e+00, -9
-1.4302244574610700311723e+01, -8
8.9253711422758527760379e+01, -7
-2.3986411261329891431160e+02, -6
4.0284673415418541253530e+02, -5
-4.7255724879937145033182e+02, -4
4.0599455409852151888117e+02, -3
-2.5934451463189350306493e+02, -2
1.2009965448612319960375e+02, -1
-3.6362645602361212127107e+01, 0
5.3427236431946685257799e+00, 1
-----------------------------------
f^(4): backward 0
-----------------------------------
(weights, stencil)
5.1241728300549210795012e-02, -20
-2.0249540973092391982213e-01, -19
-5.0760409730868016886518e-01, -18
3.8331087277128612633703e+00, -17
-4.6738117872234168359569e+00, -16
-9.8342196294939014933334e+00, -15
2.9204880730020519763457e+01, -14
-1.6190710040177428652441e+01, -13
-8.6798114301468807241235e+00, -12
-1.5793450013894023697958e+01, -11
1.2231307825388485710505e+01, -10
4.4696051032341358677513e+01, -9
4.0308423586000071736635e+02, -8
-2.0762473968315998718026e+03, -7
4.4656237954501812055241e+03, -6
-5.8035880887727480512694e+03, -5
5.0348090954091439925833e+03, -4
-2.9892726724513254339399e+03, -3
1.1872978849763221660396e+03, -2
-2.8874863542244770542311e+02, -1
3.2907294146683234714601e+01, 0
-----------------------------------
=========================
f^(5): LTE = O(16)
=========================

f^(5): forward 0
-----------------------------------
(weights, stencil)
3.5197999943113714493848e+01, 0
-5.6277876726828885978193e+01, 1
-2.7576666244899359980991e+02, 2
1.3043584786441044798266e+03, 3
-2.7128799779674541241548e+03, 4
3.4470267217652999534039e+03, 5
-2.7865966230730873576249e+03, 6
1.3239652102122361156944e+03, 7
-2.5725486791930870822398e+02, 8
-1.6757668616452647825099e+01, 9
-3.1014199921627380263089e+01, 10
1.8675177774728282997785e+01, 11
1.9929979112174478927955e+01, 12
-9.3000093539629204997254e+00, 13
-8.4555744049065744150084e+00, 14
4.3020925062659554072297e+00, 15
2.9050605818815036229807e+00, 16
-2.6610217716411570521018e+00, 17
5.8843624053033849463645e-01, 18
3.6593384703784211098299e-02, 19
-2.1267960774983257071780e-02, 20
-----------------------------------
f^(5): forward 1
-----------------------------------
(weights, stencil)
-1.2506172780405790945224e+01, -1
1.0743013205232287532453e+02, 0
-4.3635408820032512267062e+02, 1
1.1059227135958476537780e+03, 2
-1.9318937928252955771313e+03, 3
2.4116230357399849708600e+03, 4
-2.1478881187575557305536e+03, 5
1.3118437178904321172013e+03, 6
-4.9174255700008706071458e+02, 7
7.7618797211823817860932e+01, 8
4.5871394376976883933139e+00, 9
5.6556499564290412251921e+00, 10
-3.1586115148038791389240e+00, 11
-2.5423032103957949878748e+00, 12
1.0891745239780574738830e+00, 13
6.7655444657211083470116e-01, 14
-3.1593449312512728033298e-01, 15
-1.2275447402789148310109e-01, 16
9.2330881124416480654205e-02, 17
-1.4912241504113965540057e-02, 18
-2.3868640151417302968840e-07, 19
-----------------------------------
f^(5): forward 2
-----------------------------------
(weights, stencil)
-1.0765446010960739720019e+00, -2
2.5254896457371791562707e+00, -1
1.3459538122919727953786e+01, 0
-8.3347814454819470597613e+01, 1
2.1665842882571692484817e+02, 2
-3.5309236413100654772279e+02, 3
3.9973795449642256016887e+02, 4
-3.2141894819525612092548e+02, 5
1.7794650642898244541357e+02, 6
-6.0865293613835625308184e+01, 7
8.8291219923797630286799e+00, 8
4.9763133682922683354022e-01, 9
5.3566140710474685615594e-01, 10
-2.8914516276196244870533e-01, 11
-2.1168073071858289901925e-01, 12
8.8250720723064390860202e-02, 13
4.9069089249383392170589e-02, 14
-2.2477997486155677775432e-02, 15
-7.8052388634810895146066e-03, 16
5.7360602952316215585871e-03, 17
-8.8827755306272097955006e-04, 18
-----------------------------------
f^(5): forward 3
-----------------------------------
(weights, stencil)
8.5353333926491567473782e-02, -3
-2.2559608820388707961513e+00, -2
1.3235783062616524929922e+01, -1
-3.3107996319628902881504e+01, 0
4.5857337697207533722121e+01, 1
-3.9022846514630430192483e+01, 2
1.9633296399044297686487e+01, 3
-3.0094740647942286315697e+00, 4
-3.6685975748849477540148e+00, 5
3.3273160935528789394766e+00, 6
-1.2692566758420227301940e+00, 7
1.8196070541773751161330e-01, 8
1.0082035661053045244584e-02, 9
8.8053240659220141650643e-03, 10
-4.4467006109262961419115e-03, 11
-2.5796791662738216208139e-03, 12
9.8902724497238825654422e-04, 13
3.4878025569335698160764e-04, 14
-1.4417346829110434325641e-04, 15
-1.7858920847900038725298e-05, 16
8.5425759811627541712989e-06, 17
-----------------------------------
f^(5): forward 4
-----------------------------------
(weights, stencil)
-8.4340702984952928278339e-03, -4
2.2712859063752474653164e-01, -3
-3.4426242894727807630773e+00, -2
1.6707554405412665232689e+01, -1
-3.9498032770765362897691e+01, 0
5.5958520735048701055803e+01, 1
-5.3898396904194051160175e+01, 2
3.8483061698081925783299e+01, 3
-2.1429647945519217699939e+01, 4
9.3224908281502791851381e+00, 5
-2.9772436236002262077704e+00, 6
6.1377997668384942642206e-01, 7
-5.5438276541888029114169e-02, 8
-2.1113045710420496291204e-03, 9
-1.1869530778477372940510e-03, 10
4.8917632862940734449209e-04, 11
1.6241797185651175730939e-04, 12
-5.4692706437561372989284e-05, 13
-7.7631788642446401002648e-06, 14
2.8705251798048903559427e-06, 15
4.2337440734751178303710e-10, 16
-----------------------------------
f^(5): forward 5
-----------------------------------
(weights, stencil)
-3.1791415289961796712681e-04, -5
-3.4489427636885260260169e-03, -4
1.9007996309424241010433e-01, -3
-3.2629528320017309184209e+00, -2
1.5680166507786390539536e+01, -1
-3.7431113145659217877892e+01, 0
5.3815653924463099144759e+01, 1
-5.1892824859691209837820e+01, 2
3.6541312778680776318652e+01, 3
-1.9977879931189669093783e+01, 4
8.5169349276076644628120e+00, 5
-2.6632277237271790859552e+00, 6
5.3744679915477844289740e-01, 7
-4.7544588732220831317488e-02, 8
-1.7671690554894345197290e-03, 9
-9.7268760163087496749268e-04, 10
3.9581176554343369417693e-04, 11
1.2628335649338909979500e-04, 12
-4.2251725584433145880333e-05, 13
-5.6643127539176705355665e-06, 14
2.0914478072142094338965e-06, 15
-----------------------------------
f^(5): forward 6
-----------------------------------
(weights, stencil)
1.0181017544346631677199e-03, -6
-1.7014712394303285747377e-02, -5
1.2484036642840187769643e-01, -4
-4.2283713451102827862726e-01, -3
-1.2253956328114514739980e+00, -2
1.0743634894983134842050e+01, -1
-2.8298845342996617802100e+01, 0
4.0667906304263354400064e+01, 1
-3.7149259452817304349992e+01, 2
2.3688862320999273691768e+01, 3
-1.1355872085730210230281e+01, 4
4.1875798484457025239180e+00, 5
-1.1221754176448057727100e+00, 6
1.9253778013091507603782e-01, 7
-1.4433530861853324789301e-02, 8
-4.2543350691900147595575e-04, 9
-1.9287846168770415920639e-04, 10
6.8556513902945004812657e-05, 11
1.2281484022155914116758e-05, 12
-3.6840182187424718361580e-06, 13
-6.6239705008073704461189e-09, 14
-----------------------------------
f^(5): forward 7
-----------------------------------
(weights, stencil)
-5.2255841895200655713993e-04, -7
9.7178165745805070857566e-03, -6
-8.4988115356432095137684e-02, -5
4.5568295843574224690542e-01, -4
-1.5454370539345738677639e+00, -3
1.5895412468024050500759e+00, -2
5.3586321354419812479364e+00, -1
-2.0251328345600452252029e+01, 0
3.1172721429186619701568e+01, 1
-2.8318228715273232154459e+01, 2
1.7259931461501068383768e+01, 3
-7.7436382068438387449305e+00, 4
2.6668648446383351746647e+00, 5
-6.6885451721440780659123e-01, 6
1.0781573860592300051486e-01, 7
-7.6476872118423277688293e-03, 8
-2.0778892021702560950758e-04, 9
-9.0123138804639566661926e-05, 10
3.1254650392959401595215e-05, 11
4.9167564882162710244973e-06, 12
-1.4664175916593533369344e-06, 13
-----------------------------------
f^(5): forward 8
-----------------------------------
(weights, stencil)
4.0907826117337334941373e-04, -8
-7.7512168944055825914319e-03, -7
6.9902835147065023324586e-02, -6
-3.9856571245434907480032e-01, -5
1.6007793263658933735627e+00, -4
-4.6554729402003749427763e+00, -3
8.0941214993941823507839e+00, -2
-5.3411485483776299787451e+00, -1
-6.2471449005173358415277e+00, 0
1.6519538811263004163266e+01, 1
-1.6074487762612175600907e+01, 2
9.1561312744176763800397e+00, 3
-3.5677945749698256605598e+00, 4
1.0429240420476091344426e+00, 5
-2.1889036083413476729831e-01, 6
2.9221494195127654253108e-02, 7
-1.7387941321757398576570e-03, 8
-2.5281462103112632054886e-05, 9
-1.0893212302406839346917e-05, 10
3.0320856106639754142592e-06, 11
4.0355701708830186183668e-08, 12
-----------------------------------
f^(5): forward 9
-----------------------------------
(weights, stencil)
-1.7111643188502572766364e-04, -9
3.4382027795150796670165e-03, -8
-3.3018371289145413693955e-02, -7
2.0180401573317757746295e-01, -6
-8.8117367453749706474042e-01, -5
2.9140466778328248942387e+00, -4
-7.4070253522291142900258e+00, -3
1.2626152735476857458252e+01, -2
-1.1277552688761788957095e+01, -1
-3.6641490542981013101009e-02, 0
1.1343896328441543275289e+01, 1
-1.2675190357813498565065e+01, 2
7.4363477803317969971886e+00, 3
-2.9280321239252611320580e+00, 4
8.8636122325398847277000e-01, 5
-2.0323310975239675113535e-01, 6
3.3283414939331380788534e-02, 7
-3.4619520692341122780622e-03, 8
1.6923022774606322356748e-04, 9
7.5961328121124482979818e-07, 10
-6.3665721909237143925911e-08, 11
-----------------------------------
f^(5): central 0
-----------------------------------
(weights, stencil)
-5.1546365544408514188857e-07, -10
-1.6228808106227930047050e-04, -9
3.3683383974416037341670e-03, -8
-3.2682767647185376191921e-02, -7
2.0073068812158623153152e-01, -6
-8.7886005993173077488478e-01, -5
2.9110395117615519566812e+00, -4
-7.4065015350348852862794e+00, -3
1.2634092178713697052217e+01, -2
-1.1299621574894914033393e+01, -1
-3.7541059854579930287670e-06, 0
1.1299625911724403337644e+01, 1
-1.2634092917001801481547e+01, 2
7.4065017353021564971982e+00, 3
-2.9110395634935235520402e+00, 4
8.7886007133138710489817e-01, 5
-2.0073069007753005510430e-01, 6
3.2682767877170740278281e-02, 7
-3.3683384107126537916621e-03, 8
1.6228808064339456562926e-04, 9
5.1546374151206344776022e-07, 10
-----------------------------------
f^(5): backward 9
-----------------------------------
(weights, stencil)
-2.4428783441625687534594e-07, -11
2.9146844269681250542666e-06, -10
-1.8053074205053756102167e-04, -9
3.3881236406247796158486e-03, -8
-3.2367713122640154321807e-02, -7
1.9837670318995362372938e-01, -6
-8.6940490169688322552588e-01, -5
2.8844893212669320270436e+00, -4
-7.3499437260741631305905e+00, -3
1.2539131938174294944588e+01, -2
-1.1171332507509099229992e+01, -1
-1.4105056644845787028331e-01, 0
1.1426484906020249354697e+01, 1
-1.2727460471846542944263e+01, 2
7.4624998363205614637650e+00, 3
-2.9381634860555663202319e+00, 4
8.8931224348752946351482e-01, 5
-2.0386062318656031355779e-01, 6
3.3384746478765166266545e-02, 7
-3.4792535027655421657478e-03, 8
1.7329321180557707418254e-04, 9
-----------------------------------
f^(5): backward 8
-----------------------------------
(weights, stencil)
-3.5363742039673470168175e-08, -12
3.4533818742333820804059e-07, -11
-2.6276456229805274483324e-05, -10
1.1110519236287813658187e-04, -9
2.6698402085985504725296e-03, -8
-3.8628098747455368033865e-02, -7
2.6417677493630786766943e-01, -6
-1.1884401536709612301479e+00, -5
3.9120715348623673612849e+00, -4
-9.7836245198355573648996e+00, -3
1.6977205318534370093175e+01, -2
-1.7557952572446172467835e+01, -1
7.2077557002971106570044e+00, 0
4.6266219910671688708703e+00, 1
-7.6694232164082070113409e+00, 2
4.4563575177593879317328e+00, 3
-1.5287070848097994435477e+00, 4
3.7912253086644231991897e-01, 5
-6.6220189066818924139568e-02, 6
7.3140894429217064368065e-03, 7
-3.8460076222704322589790e-04, 8
-----------------------------------
f^(5): backward 7
-----------------------------------
(weights, stencil)
1.0106423758073062435227e-06, -13
-3.3751987856291761073882e-06, -12
-4.9390308017006324972057e-06, -11
-1.2757756833508814031143e-04, -10
5.9686963800201697435965e-04, -9
1.0647407415994217597111e-02, -8
-1.3224991235766195285528e-01, -7
7.6423864764544569005977e-01, -6
-2.9180011358339004168272e+00, -5
8.2340599086923056404430e+00, -4
-1.8000610100177752315176e+01, -3
2.9201599810890520814155e+01, -2
-3.2010705041933810832688e+01, -1
2.0885679466353614941454e+01, 0
-5.7429536506942868712144e+00, 1
-1.4054343093658836494342e+00, 2
1.4778342504427248726984e+00, 3
-4.3722808165688209491861e-01, 4
8.1457010696746656730483e-02, 5
-9.2949527500206345631550e-03, 6
4.9869416906277109959728e-04, 7
-----------------------------------
f^(5): backward 6
-----------------------------------
(weights, stencil)
1.1253326269491624913574e-08, -14
2.5368359042920885270463e-06, -13
-8.4766164186601693534499e-06, -12
-1.2734157314263444969369e-05, -11
-2.4925324557805594470269e-04, -10
1.1778826121896588795951e-03, -9
1.9760254951611388313237e-02, -8
-2.3321614834660822634937e-01, -7
1.2697376520324714643806e+00, -6
-4.5462241975204609190087e+00, -5
1.1997819591313128029242e+01, -4
-2.4570626778920807709028e+01, -3
3.8098629965610925296460e+01, -2
-4.1487515160211643205912e+01, -1
2.8864765801191733629594e+01, 0
-1.1039795523127256871021e+01, 1
1.3388514503706749891876e+00, 2
3.8982953104927192677920e-01, 3
-1.1811957697950577206303e-01, 4
1.6160216637565200104021e-02, 5
-9.6704473269655655005145e-04, 6
-----------------------------------
f^(5): backward 5
-----------------------------------
(weights, stencil)
-2.1678538503288399113004e-06, -15
9.0851098925164617636872e-06, -14
1.5230929916763677109664e-05, -13
-7.2966427981829127158604e-05, -12
-1.1496358519802747752588e-04, -11
-7.9416596359853960755693e-04, -10
4.1764152670652086515868e-03, -9
5.9795065666678109961296e-02, -8
-6.1422850094983927338177e-01, -7
2.8914573727123276114526e+00, -6
-8.9747248256717444547803e+00, -5
2.0657215104265297611619e+01, -4
-3.7313909946708804454829e+01, -3
5.2568352992034647286346e+01, -2
-5.4305883468635059330154e+01, -1
3.7734659334047634615672e+01, 0
-1.5796868413187896251770e+01, 1
3.2808438106001527323485e+00, 2
-1.9423203784705533880839e-01, 3
4.0255494761501147901739e-03, 4
2.8149672139321865608000e-04, 5
-----------------------------------
f^(5): backward 4
-----------------------------------
(weights, stencil)
-3.9526814823890916028180e-10, -16
-3.0122435400640502053472e-06, -15
1.2604393425891279563260e-05, -14
1.8822751897510637105132e-05, -13
-9.3589336170074715888327e-05, -12
-1.4773425343218824531792e-04, -11
-9.2392288944014217856593e-04, -10
4.9401288780351612986430e-03, -9
6.9439238330820163280777e-02, -8
-7.0032840241651761470365e-01, -7
3.2315710414279088524836e+00, -6
-9.8290603548641577447142e+00, -5
2.2179632706475207015728e+01, -4
-3.9333985873399250010607e+01, -3
5.4610159940009822321372e+01, -2
-5.5890385623231061629212e+01, -1
3.8675335258371895008622e+01, 0
-1.6217615947348654970028e+01, 1
3.4183458476832386807587e+00, 2
-2.2526553972113275148281e-01, 3
8.3544117765277717269079e-03, 4
-----------------------------------
f^(5): backward 3
-----------------------------------
(weights, stencil)
-1.4830839638771469514477e-05, -17
3.1008328010878195954599e-05, -16
3.0786395746125873144894e-04, -15
-1.1410174241425045677661e-03, -14
1.6132131865100157708769e-04, -13
2.2371353217089133200157e-03, -12
3.6015506370686012349580e-03, -11
4.0970348322406256388883e-03, -10
-3.9710613151967263934061e-02, -9
-4.3216767269008321550317e-01, -8
3.1512073244906604330140e+00, -7
-9.7159014457370851403084e+00, -6
1.7667216640421177231701e+01, -5
-1.8962920977941521982757e+01, -4
6.0995143314427169300984e+00, -3
1.6857982312182741679862e+01, -2
-3.2220029324826299443885e+01, -1
2.7603535346061399025075e+01, 0
-1.2461425639548178168070e+01, 1
2.5432321078847768269782e+00, 2
-9.9812454719690538174071e-02, 3
-----------------------------------
f^(5): backward 2
-----------------------------------
(weights, stencil)
9.7125549521161853513962e-04, -18
-6.4182101882682912954992e-03, -17
8.8404300834259812169602e-03, -16
3.1840434139080948938716e-02, -15
-1.0505190861989539830024e-01, -14
4.6783495696973473321201e-02, -13
8.6052784713282551298796e-02, -12
1.4288553940781489881573e-01, -11
1.3875401089880114516295e-02, -10
-9.3676289919600619349183e-01, -9
-9.5744408170646817524130e+00, -8
6.3398454470093689394616e+01, -7
-1.8151101701262501819656e+02, -6
3.2440818153786460698029e+02, -5
-4.0110456048765286141133e+02, -4
3.5302519429546424589716e+02, -3
-2.1600968116068150948195e+02, -2
8.2785431634327053984634e+01, -1
-1.3185243636100610231665e+01, 0
-2.5996883196459701359515e+00, 1
1.0843531733996585320057e+00, 2
-----------------------------------
f^(5): backward 1
-----------------------------------
(weights, stencil)
1.0028775975098012940290e-06, -19
1.6627547305750875472619e-02, -18
-1.0550205227630642113024e-01, -17
1.4220038408718765898797e-01, -16
4.6260472220856846403692e-01, -15
-1.4964048649645369515326e+00, -14
7.3127180658607071617183e-01, -13
9.7233836163409603781105e-01, -12
1.6371656791534425767765e+00, -11
-3.8837557604913924835799e-01, -10
-8.3839392615515091478073e+00, -9
-8.2055999982924248570271e+01, -8
5.0216457016426295467681e+02, -7
-1.3143783345893223213352e+03, -6
2.1294765795324692589929e+03, -5
-2.3742416968537340835610e+03, -4
1.8916049349339396030700e+03, -3
-1.0780123128782458934438e+03, -2
4.2379453254733243738883e+02, -1
-1.0398966228132580624788e+02, 0
1.2049401658537453485565e+01, 1
-----------------------------------
f^(5): backward 0
-----------------------------------
(weights, stencil)
1.1556505766986929772955e-01, -20
-4.5668559765794858318344e-01, -19
-1.1340979902088399455806e+00, -18
8.5770357284984637402658e+00, -17
-1.0449600266580720386855e+01, -16
-2.1883959625131709003654e+01, -15
6.4912149749198420067842e+01, -14
-3.6046211282957507648916e+01, -13
-1.8966283342866773864444e+01, -12
-3.4591911420542651001142e+01, -11
2.7309546595572534499752e+01, -10
9.5681407750906572573513e+01, -9
8.5927237209377221915929e+02, -8
-4.3816726610884416004410e+03, -7
9.2978706959329974779394e+03, -6
-1.1867845955269418482203e+04, -5
1.0046477320870459152502e+04, -4
-5.7657139313718371340656e+03, -3
2.1845886549397978342313e+03, -2
-4.9827772712808859978395e+02, -1
5.2234275664858849097527e+01, 0
-----------------------------------
=========================
f^(6): LTE = O(15)
=========================

f^(6): forward 0
-----------------------------------
(weights, stencil)
-9.3310243097632167064148e+01, 0
2.9422987750909669557586e+02, 1
-1.3882213465177969169417e+02, 2
-1.0336358458026904827420e+03, 3
3.0788908826563915681618e+03, 4
-4.5353897897554661540198e+03, 5
4.0010995411096491807257e+03, 6
-2.0179589751568676092575e+03, 7
4.0961309159172435556684e+02, 8
2.7146419668482423048772e+01, 9
5.3525054606306277094063e+01, 10
-3.2517188113219077649774e+01, 11
-3.5743222806271390368238e+01, 12
1.6805359075533576884709e+01, 13
1.5700898866689863453416e+01, 14
-8.0279552518260732796307e+00, 15
-5.5502768248590435007372e+00, 16
5.1137270782806556468358e+00, 17
-1.1389659729521326436696e+00, 18
-7.2241515671888884009277e-02, 19
4.1986787080917277459324e-02, 20
-----------------------------------
f^(6): forward 1
-----------------------------------
(weights, stencil)
2.3196705260249643743009e+01, -1
-2.2502307656016483861094e+02, 0
1.0119809961763226056064e+03, 1
-2.7799819258656057172630e+03, 2
5.1605654911122210251051e+03, 3
-6.7356393912979974629707e+03, 4
6.1973223662087120828801e+03, 5
-3.8774526739183515928744e+03, 6
1.4803582468501515450043e+03, 7
-2.3703085097852982698896e+02, 8
-1.4111491701107020446671e+01, 9
-1.7701350721631278872792e+01, 10
9.9248050844253263846895e+00, 11
8.0669736846130852825354e+00, 12
-3.4649083622731571274755e+00, 13
-2.1728437661325066265761e+00, 14
1.0161800418477804353046e+00, 15
3.9802571407379594425890e-01, 16
-2.9983125338460941966545e-01, 17
4.8553472182956962377443e-02, 18
8.2037829471633782500234e-07, 19
-----------------------------------
f^(6): forward 2
-----------------------------------
(weights, stencil)
3.7217044010893203243029e+00, -2
-2.8313520415466626900525e+01, -1
9.7125770516497695439284e+01, 0
-1.9899116494226439044724e+02, 1
2.7110077021979572009514e+02, 2
-2.5670132363241208395266e+02, 3
1.6854207359095480001088e+02, 4
-7.1554676174027235902031e+01, 5
1.4909580996583571277370e+01, 6
1.0929042975330023335090e+00, 7
-8.4160577760068078223554e-01, 8
-6.9429599745500641949647e-02, 9
-1.1853471274595317463962e-01, 10
7.0317315687218814868054e-02, 11
6.2372781444279823404031e-02, 12
-2.7128229971128119124568e-02, 13
-1.7504231195216275740467e-02, 14
8.1778913541427078470747e-03, 15
3.1554896554323347453164e-03, 16
-2.3592767190482640676796e-03, 17
3.7698568806803975633074e-04, 18
-----------------------------------
f^(6): forward 3
-----------------------------------
(weights, stencil)
-1.5086768881729636926359e-01, -3
6.5302688784514746345167e+00, -2
3.6703056606990123178491e+00, -1
1.3279840367970662029506e+01, 0
-1.1879091806565493527614e+02, 1
2.1065043916355799069606e+02, 2
-2.2001241161604019680453e+02, 3
1.7503522410344262993931e+02, 4
-1.0365652473030267799459e+02, 5
4.3643320934481394601789e+01, 6
-1.1614155058174599588483e+01, 7
1.3322463906595991556259e+00, 8
6.3820782394440916940326e-02, 9
4.7836112176529568817962e-02, 10
-2.2814636367239689296316e-02, 11
-1.1685767723206926319013e-02, 12
4.3714793486800693558814e-03, 13
1.3706789423014792070332e-03, 14
-5.6074579582073805650994e-04, 15
-6.3212564585526066708761e-05, 16
3.0228272656184569151415e-05, 17
-----------------------------------
f^(6): forward 4
-----------------------------------
(weights, stencil)
-3.9756174130390960208548e-02, -4
5.4540491640249721960743e-01, -3
