f^(1): LTE = O(20)
=========================

f^(1): forward 0
-----------------------------------
(weights, stencil)
1.9874119234195489980266e+01, 0
-3.2062027463223459200492e+00, 1
2.3732886838990621680701e-01, 2
-----------------------------------
f^(15): backward 1
-----------------------------------
(weights, stencil)
2.1949657177870626918658e-07, -19
-1.8574536969281236065669e-06, -18
5.7805321425539001379038e-06, -17
-5.6825001046121038816481e-06, -16
-9.3715000417130776686663e-06, -15
2.7064045569114613732677e-05, -14
-1.4924497951283400158152e-05, -13
-6.9314776990894730806592e-06, -12
-1.2866447569087284457452e-05, -11
1.0247381305149058080889e-05, -10
3.5218446265690668344709e-05, -9
3.1741007888086707373898e-04, -8
-1.6331614910036864381920e-03, -7
3.5206358872304803139808e-03, -6
-4.6102658902589304865116e-03, -5
4.0646511440250113894601e-03, -4
-2.4914185778876305615848e-03, -3
1.0560600405193653651692e-03, -2
-2.9707835392850671842740e-04, -1
5.0122351137105427480549e-05, 0
-3.8512135056483391768855e-06, 1
-----------------------------------
f^(15): backward 0
-----------------------------------
(weights, stencil)
-3.6936747210005081003224e-08, -20
3.6546212450118941502354e-07, -19
-1.4896603584098270328347e-06, -18
3.0054311719887116474302e-06, -17
-2.2971631199115031088962e-06, -16
-2.2291213919081478121460e-06, -15
5.8386332253996970836972e-06, -14
-3.1697285860291053765031e-06, -13
-5.5872240048033257208722e-07, -12
-1.2869589567549459629243e-06, -11
1.3946089083295867416953e-06, -10
1.9572207543713064027322e-06, -9
1.6543977219343504860092e-05, -8
-7.2196036679872339957356e-05, -7
1.2876319394921199694426e-04, -6
-1.3646057417360037979613e-04, -5
9.4757709884282271834560e-05, -4
-4.3996662954238127392174e-05, -3
1.3271924076640414955032e-05, -2
-2.3668628269414904489142e-06, -1
1.9026688128750700110603e-07, 0
-----------------------------------
=========================
f^(16): LTE = O(5)
=========================

f^(16): forward 0
-----------------------------------
(weights, stencil)
8.4846441128277095579651e-06, 0
-1.3664584712937797466616e-04, 1
6.4657035477137640450823e-04, 2
-1.6502626399308227382601e-03, 3
2.7054893695886879367851e-03, 4
-2.9998010381612765125336e-03, 5
2.2122134998219357762683e-03, 6
-9.8190115473496624408367e-04, 7
1.8088986868325840524918e-04, 8
1.1522438397599688578643e-05, 9
1.9382855273288465773043e-05, 10
-1.1501340077684078956740e-05, 11
-1.1390250654730349035904e-05, 12
5.1939031252043701522201e-06, 13
3.5922364148922516419225e-06, 14
-3.1056332761666454428910e-07, 15
-3.1201589017481991235943e-06, 16
2.0074015972597377945258e-06, 17
-4.0406355081903331343381e-07, 18
-2.2719990989759273797620e-08, 19
1.3204673700915106604190e-08, 20
-----------------------------------
f^(16): forward 1
-----------------------------------
(weights, stencil)
1.0313251777480863026774e-06, -1
-5.6806770120917664148967e-05, 0
3.2551668949391777616031e-04, 1
-9.3243089652521868922891e-04, 2
1.7264371021582360175156e-03, 3
-2.2488695776369427466179e-03, 4
2.0862590558052541110656e-03, 5
-1.3299233570982307590241e-03, 6
5.2253770775131512960759e-04, 7
-8.6903042357230263171772e-05, 8
-5.2793391068308857301148e-06, 9
-7.7858815322267801474487e-06, 10
4.5160246571348480894943e-06, 11
4.5492724854150154789405e-06, 12
-2.1083952153812331315721e-06, 13
-2.6082426493501099400347e-06, 14
2.8045106956844377112744e-06, 15
-1.1437697791554681558040e-06, 16
2.2531036222390803782938e-07, 17
-1.7726707080744507332508e-08, 18
1.4163611286939051086277e-13, 19
-----------------------------------
f^(16): forward 2
-----------------------------------
(weights, stencil)
-7.0120691310881031791221e-07, -2
5.7616217165800613208421e-06, -1
-2.6502802398947292194555e-05, 0
8.9696122757284104439618e-05, 1
-2.3251707973017445843164e-04, 2
4.5228654918346344795260e-04, 3
-6.4555427144956747421978e-04, 4
6.6046790120482038160404e-04, 5
-4.6329014147004351576245e-04, 6
1.9954118192632274027785e-04, 7
-3.6211754789425733681938e-05, 8
-2.2928440718532279145466e-06, 9
-4.1390297014306075685901e-06, 10
2.4838626928906918109134e-06, 11
2.9236618064178720603546e-06, 12
-1.4131539232542484944789e-06, 13
-2.1792673040611926441458e-06, 14
2.6044148224399546115502e-06, 15
-1.2210323245186806073926e-06, 16
2.8335246149408044567615e-07, 17
-2.7080726677395393862317e-08, 18
-----------------------------------
f^(16): forward 3
-----------------------------------
(weights, stencil)
1.4932363524515147431486e-05, -3
-2.6844512912889341871986e-04, -2
9.0253516271741190957201e-03, -1
-1.5427946063632716824920e-02, 0
1.5673311031896106516187e-03, 1
1.1112014544471625690503e-02, 2
-1.0198092070353135391025e-02, 3
5.6297724968079488477857e-03, 4
-1.2356646124806205076785e-03, 5
-6.7555563206229257960239e-04, 6
5.9958475404752083204318e-04, 7
-1.3150370634034579597413e-04, 8
-8.8708245696977979421940e-06, 9
-1.3767361411190619246720e-05, 10
8.0504352567558176885249e-06, 11
7.6486312612232394784204e-06, 12
-3.4517350342208830603298e-06, 13
-3.4622336615043925486628e-06, 14
3.2022225053322891438073e-06, 15
-9.9330347001734275640486e-07, 16
1.1336994612899650509843e-07, 17
-----------------------------------
f^(16): forward 4
-----------------------------------
(weights, stencil)
-8.4538493636979839896198e-05, -4
1.3696550320670350126689e-03, -3
-1.1155749108430116842139e-02, -2
7.5922472317563171467780e-03, -1
-2.6787754950370782497382e-02, 0
1.3389717003643278325775e-01, 1
-2.5384421052541050745077e-01, 2
3.1146245388559828937147e-01, 3
-2.9077175034662111618999e-01, 4
1.9870330770278959997555e-01, 5
-9.4613778582614688206220e-02, 6
2.7991250896141253723393e-02, 7
-3.5224221627323339979532e-03, 8
-1.8085243944839188312036e-04, 9
-1.5254313521733328120299e-04, 10
7.6206355236233626121098e-05, 11
4.5029861688725268296322e-05, 12
-1.7642296155626472530442e-05, 13
-8.2489896208487144811140e-06, 14
5.1740663980263728124629e-06, 15
-7.5628036148909533180503e-07, 16
-----------------------------------
f^(16): forward 5
-----------------------------------
(weights, stencil)
5.3044239191148290224476e-01, -5
-8.1556191112792699726697e+00, -4
5.8496636969059956356887e+01, -3
-2.5955261779958163970150e+02, -2
8.2256902141769887748524e+02, -1
-1.8132186731966978641140e+03, 0
2.9458091321732781580067e+03, 1
-3.7199057967626977188047e+03, 2
3.6478441906598027344444e+03, 3
-2.7187768096841436999966e+03, 4
1.5011845581523250530154e+03, 5
-5.8253248065618220152828e+02, 6
1.4106604463049376363415e+02, 7
-1.4542481469805489169289e+01, 8
-6.3220493920498233020311e-01, 9
-3.9274323742232292167031e-01, 10
1.7093825993740099922213e-01, 11
6.5968895479659395153504e-02, 12
-2.2704545968130079164338e-02, 13
-3.8229851450413258363847e-03, 14
1.4210498494180772918738e-03, 15
-----------------------------------
f^(16): forward 6
-----------------------------------
(weights, stencil)
6.9022280675646907610599e-01, -6
-1.0784370554171578859837e+01, -5
7.8724030170528095595728e+01, -4
-3.5611781198423238947726e+02, -3
1.1161725940350572727766e+03, -2
-2.5720773403950861393241e+03, -1
4.4882764802016563407960e+03, 0
-6.0324183095705420782906e+03, 1
6.2955205040753317007329e+03, 2
-5.0887696204975354703492e+03, 3
3.1427738476778781659959e+03, 4
-1.4419624234884327051986e+03, 5
4.6502117681774296897856e+02, 6
-9.3374357963412094818523e+01, 7
7.9622131367639550347803e+00, 8
2.7967566345278460637758e-01, 9
1.3721033389966794113768e-01, 10
-5.1456219072673878289770e-02, 11
-1.1497916839942803196584e-02, 12
3.5027936024329109875042e-03, 13
2.1179036263721434841948e-05, 14
-----------------------------------
f^(16): forward 7
-----------------------------------
(weights, stencil)
1.6712928462828706699383e+00, -7
-2.7135853139646993525957e+01, -6
2.0665092321654466900327e+02, -5
-9.7976065203078178456053e+02, -4
3.2365752650655008437752e+03, -3
-7.8981177649233468400780e+03, -2
1.4722104224404538399540e+04, -1
-2.1372502427803130558459e+04, 0
2.4401795627879273524741e+04, 1
-2.1951954084343607974006e+04, 2
1.5468085935820125087048e+04, 3
-8.4062391570684503676603e+03, 4
3.4198653184668805806723e+03, 5
-9.8425622181302242097445e+02, 6
1.7748308016524197228136e+02, 7
-1.3732242702481213925125e+01, 8
-4.1613856033524249111721e-01, 9
-1.9130223620884140300902e-01, 10
6.7799439505887584833665e-02, 11
1.2047680694129534947900e-02, 12
-3.5870478274584714252493e-03, 13
-----------------------------------
f^(16): forward 8
-----------------------------------
(weights, stencil)
1.0006578598031292681725e+00, -8
-1.6010929567816383212175e+01, -7
1.2008435800814839922168e+02, -6
-5.6039944971650152183429e+02, -5
1.8212872983429469968542e+03, -4
-4.3709442524188143579522e+03, -3
8.0127690608784205323900e+03, -2
-1.1445032293339369061869e+04, -1
1.2871977978924012859352e+04, 0
-1.1435878913340891813277e+04, 1
7.9976705593238566507353e+03, 2
-4.3548295962020447404939e+03, 3
1.8084098724984862656129e+03, 4
-5.5250348616630219567014e+02, 5
1.1641434423103446249570e+02, 6
-1.4768628279510890521919e+01, 7
7.2167617156349239682100e-01, 8
3.0298365549879944375045e-02, 9
2.5044492012632349822732e-03, 10
-1.2366176865799428236103e-03, 11
1.1937120377128260923210e-04, 12
-----------------------------------
f^(16): forward 9
-----------------------------------
(weights, stencil)
-5.0615818897692232969376e-01, -9
9.9607326825259203673113e+00, -8
-9.0750531694702829099697e+01, -7
5.1024461714155694380679e+02, -6
-1.9879406858532033766096e+03, -5
5.7058935920237472601002e+03, -4
-1.2509942514245620259317e+04, -3
2.1418303120739190489985e+04, -2
-2.9004155646367140434450e+04, -1
3.1241433194028417346999e+04, 0
-2.6744688248476941225817e+04, 1
1.8052603452452331111999e+04, 2
-9.4418802042030420125229e+03, 3
3.7008051603076482933830e+03, 4
-1.0156112119375837892221e+03, 5
1.6272792512347362503533e+02, 6
-2.7535494900895356451542e+00, 7
-4.3753832682469981918416e+00, 8
6.0565913809667371037193e-01, 9
3.6973219338909971143359e-02, 10
-1.0393773477095599386266e-02, 11
-----------------------------------
f^(16): central 0
-----------------------------------
(weights, stencil)
-8.4153021847710771097262e-02, -10
9.3512628496308569658879e-01, -9
-1.4449919212474657825851e+00, -8
-3.5962295269629400706890e+01, -7
3.3502680436481375636504e+02, -6
-1.6102843356389682867302e+03, -5
5.2152072602731923325337e+03, -4
-1.2425407442113648357918e+04, -3
2.2718150951987401640508e+04, -2
-3.2620021188840171816992e+04, -1
3.7242891024480653868522e+04, 0
-3.3984989781978292739950e+04, 1
2.4765603797462448710576e+04, 2
-1.4315363931154161036829e+04, 3
6.4751782750486481745611e+03, 4
-2.2402698494217420375207e+03, 5
5.7127137344437232968630e+02, 6
-1.0081374584828350293719e+02, 7
1.0907665362598622849077e+01, 8
-5.2768839592361416190869e-01, 9
-2.8855394743668221976818e-03, 10
-----------------------------------
f^(16): backward 9
-----------------------------------
(weights, stencil)
1.3675107168190101317173e-03, -11
-1.0335481421801859247545e-01, -10
1.0372477634458434625486e+00, -9
-1.5557487166039105641602e+00, -8
-3.7725954103950236628862e+01, -7
3.4820429000485086135086e+02, -6
-1.6632138224150828591519e+03, -5
5.3638338593149965163320e+03, -4
-1.2742015183617424554541e+04, -3
2.3249733908791629801271e+04, -2
-3.3338193755668551602867e+04, -1
3.8032497197278382373042e+04, 0
-3.4695157100302130857017e+04, 1
2.5288271092547336593270e+04, 2
-1.4628838554105828734464e+04, 3
6.6270166363406842719996e+03, 4
-2.2987805811044208894600e+03, 5
5.8879257992251496034442e+02, 6
-1.0474338623232272027508e+02, 7
1.1528562367648856223923e+01, 8
-5.8929455488789772577007e-01, 9
-----------------------------------
f^(16): backward 8
-----------------------------------
(weights, stencil)
1.2025664709017927305433e-04, -12
-6.3754995666337693858289e-04, -11
-4.0884895348624007357929e-03, -10
4.5521276770979078596380e-02, -9
8.8681964618375108688753e-01, -8
-1.6437115943203409074158e+01, -7
1.2444697463273961091090e+02, -6
-5.7831422292494846715272e+02, -5
1.8694754010112851574377e+03, -4
-4.4661293783986457128776e+03, -3
8.1577840827472309683799e+03, -2
-1.1620081085898846140481e+04, -1
1.3042402957878468441777e+04, 0
-1.1571785848382442054572e+04, 1
8.0880947448156002792530e+03, 2
-4.4062609994202903180849e+03, 3
1.8340707755443600035505e+03, 4
-5.6384811360568653526570e+02, 5
1.2073755624127171870441e+02, 6
-1.6088463898952223729566e+01, 7
1.0049994982300654022822e+00, 8
-----------------------------------
f^(16): backward 7
-----------------------------------
(weights, stencil)
-2.6409076124059229113972e-03, -13
8.8475730568732466330140e-03, -12
1.3171024296818012802590e-02, -11
2.6062124806793296460938e-01, -10
-1.2238288445570324469713e+00, -9
-1.9959345596262629385365e+01, -8
2.2820586180794308006625e+02, -7
-1.1822637253941384187783e+03, -6
3.9411981916497056772641e+03, -5
-9.4243039527407472633058e+03, -4
1.7005659546436614618869e+04, -3
-2.3785757221544030471705e+04, -2
2.6146378096419084613444e+04, -1
-2.2699352869295758864610e+04, 0
1.5524931956997970701195e+04, 1
-8.2803223921891458303435e+03, 2
3.3769123135730569629231e+03, 3
-1.0180708688246791098209e+03, 4
2.1398107389522644439239e+02, 5
-2.8013667240608558728354e+01, 6
1.7208321375915196504991e+00, 7
-----------------------------------
f^(16): backward 6
-----------------------------------
(weights, stencil)
3.8831585971310517428796e-05, -14
2.6254921871662574225925e-03, -13
-8.7557677375286503684837e-03, -12
-1.3727433819538920056758e-02, -11
-1.5924212462045703175839e-01, -10
7.8105884085129473337616e-01, -9
1.1486141191194080946048e+01, -8
-1.2019593327969160156954e+02, -7
5.6204969600226945658505e+02, -6
-1.6772724974661880423810e+03, -5
3.5632122882863036466006e+03, -4
-5.6653411322093297712854e+03, -3
6.9150136500258513478911e+03, -2
-6.5550257398763178571244e+03, -1
4.8338910405652586632641e+03, 0
-2.7527546233828684307809e+03, 1
1.1893193703067368005577e+03, 2
-3.7743975856172573912772e+02, 3
8.3069277368684424800449e+01, 4
-1.1337024188625516529783e+01, 5
7.2324737391354054771853e-01, 6
-----------------------------------
f^(16): backward 5
-----------------------------------
(weights, stencil)
1.6213258304064684812290e-03, -15
-6.7474552432943970745050e-03, -14
-6.8683500812623601849971e-03, -13
3.9475803440366476204648e-02, -12
6.2729386380990750926578e-02, -11
2.4829506471061915662268e-01, -10
-1.4615270446913912749665e+00, -9
-1.8455670946152814337893e+01, -8
1.6476108487255061163523e+02, -7
-6.5082545811346074060566e+02, -6
1.6347784774206561451138e+03, -5
-2.9131014257254746553372e+03, -4
3.8652894317418904392980e+03, -3
-3.9068116764432061245316e+03, -2
3.0317605829100207301963e+03, -1
-1.7998529710994637298427e+03, 0
8.0503371765886470257101e+02, 1
-2.6308590858859815853066e+02, 2
5.9376638473088192426985e+01, 3
-8.2823829614618063033049e+00, 4
5.3858207051022422007236e-01, 5
-----------------------------------
f^(16): backward 4
-----------------------------------
(weights, stencil)
-7.5625867546902827660767e-07, -16
5.7718547927698945804349e-06, -15
-1.4080152656150833368224e-05, -14
3.8113759201190724471757e-06, -13
1.8403951616001334214969e-05, -12
2.9919544123303742281898e-05, -11
3.3722877222345585255560e-05, -10
-3.2900376607694766743079e-04, -9
-3.6674716196287726090175e-03, -8
2.7858255420205330771255e-02, -7
-9.2749834439710868161377e-02, -6
1.9532529893507613594217e-01, -5
-2.9014956262394819841433e-01, -4
3.1839527367195463725125e-01, -3
-2.6310978108172161649136e-01, -2
1.6416923373831668331313e-01, -1
-7.6460638219800286519146e-02, 0
2.5840620602099791808248e-02, 1
-5.9996765669516945868045e-03, 2
8.5743266796224463805604e-04, 3
-5.6939910119549654997795e-05, 4
-----------------------------------
f^(16): backward 3
-----------------------------------
(weights, stencil)
1.0108032721729149032543e-07, -17
-9.6760017547691719759777e-07, -16
3.6530625405104231904704e-06, -15
-6.2175856239142920507917e-06, -14
2.8401698315277450124694e-06, -13
2.5187814701257202744476e-06, -12
4.3661059642140312916383e-06, -11
-4.9771053879011743589940e-07, -10
-2.4684406911473787577275e-05, -9
-2.4874470100623641884846e-04, -8
1.6079215865588182294427e-03, -7
-4.5056899769688445872573e-03, -6
7.9230517586837377608244e-03, -5
-9.7404360965315395920472e-03, -4
8.7409871344913039198365e-03, -3
-5.8079316569314403534419e-03, -2
2.8427398826794468382484e-03, -1
-1.0002337372648766478794e-03, 0
2.4011822803749686538327e-04, 1
-3.5295229084166207869644e-05, 2
2.4009104523629908561997e-06, 3
-----------------------------------
f^(16): backward 2
-----------------------------------
(weights, stencil)
-2.3362790502437724307262e-08, -18
2.5510860398299113278636e-07, -17
-1.1795039185473737789204e-06, -16
2.8945712529692929419181e-06, -15
-3.7180904924412040579869e-06, -14
1.7187099292686302223928e-06, -13
5.0266164708299056246472e-07, -12
1.0157386660604685637557e-06, -11
-7.3292148265632581215516e-07, -10
-3.1065165157401180243298e-06, -9
-2.8834478443026914960346e-05, -8
1.5872122696355503326630e-04, -7
-3.7329297879706738010064e-04, -6
5.4463801060380403421674e-04, -5
-5.4831815546218750680174e-04, -4
3.9596152778459810196374e-04, -3
-2.0648233512948348288354e-04, -2
7.6373562271591993125958e-05, -1
-1.9091594113023792751412e-05, 0
2.9018579423697940624152e-06, 1
-2.0303852060669666750325e-07, 2
-----------------------------------
f^(16): backward 1
-----------------------------------
(weights, stencil)
-1.8778271562176227361248e-13, -19
-2.6294335650108988349703e-08, -18
2.7366144906177474022024e-07, -17
-1.2044747565177946079147e-06, -16
2.8139132674404904001296e-06, -15
-3.4575681378128823543355e-06, -14
1.5905436680497425044840e-06, -13
3.3671007859464621317524e-07, -12
7.3594382407536175118984e-07, -11
-6.5760244093460198854732e-07, -10
-1.7120781639018543710071e-06, -9
-1.5262748567806455932778e-05, -8
7.6564947882531872403941e-05, -7
-1.6117048294874677981728e-04, -6
2.0664996197811478064257e-04, -5
-1.7886026029716541908832e-04, -4
1.0787185442745599050791e-04, -3
-4.5077599089563638340861e-05, -2
1.2521687605160659851299e-05, -1
-2.0890204182747694235253e-06, 0
1.5890516367168978330499e-07, 1
-----------------------------------
f^(16): backward 0
-----------------------------------
(weights, stencil)
1.5240495293305295397750e-09, -20
-6.0228819484977481803969e-09, -19
-4.1469880422557441980416e-08, -18
3.8816507015249628917257e-07, -17
-1.3441573652948208395354e-06, -16
2.5192111196785053133201e-06, -15
-2.5817850257804728780764e-06, -14
1.1055293684309047821468e-06, -13
7.3763411683290459324359e-08, -12
2.5816179804248197227764e-07, -11
-2.9232762641298239014115e-07, -10
-3.3968460267931925854155e-07, -9
-2.8486930415501614453325e-06, -8
1.2157852232876533023990e-05, -7
-2.1218206677741289313066e-05, -6
2.2055994954094900243041e-05, -5
-1.5058234053024610390472e-05, -4
6.8886229393925259593609e-06, -3
-2.0510523361760630404213e-06, -2
3.6157807640156036845257e-07, -1
-2.8769529251751553483292e-08, 0
-----------------------------------
=========================
f^(17): LTE = O(4)
=========================

f^(17): forward 0
-----------------------------------
(weights, stencil)
-9.7501958655024585686036e-05, 0
-1.9267628661537007867324e-04, 1
2.7335444649135894751302e-03, 2
-8.9270797725649071036047e-03, 3
1.6456953100669986095328e-02, 4
-1.9631554613592908098418e-02, 5
1.5259822799589938674414e-02, 6
-7.0633031648031710525437e-03, 7
1.3484913308504588476400e-03, 8
8.7220856003648370813157e-05, 9
1.6159855403377767048625e-04, 10
-9.7330460699184006851531e-05, 11
-1.1455019647459437179444e-04, 12
7.5200607902593374215483e-05, 13
2.0379504776883018121779e-05, 14
-1.5701966136064706276677e-05, 15
-1.2177593209274193377018e-05, 16
1.1235553474128736351216e-05, 17
-2.5049821454897126018482e-06, 18
-1.5705978017832335908566e-07, 19
9.1282461161363192154012e-08, 20
-----------------------------------
f^(17): forward 1
-----------------------------------
(weights, stencil)
-7.7880738766635031417387e-05, -1
7.3808419223908257929961e-04, 0
-3.1729346431284789417648e-03, 1
8.3731788954065165114793e-03, 2
-1.5153719456844115878735e-02, 3
1.9565679636956153503169e-02, 4
-1.8008228497801578860127e-02, 5
1.1369720337665903744928e-02, 6
-4.4152965508389577578563e-03, 7
7.2468522157841954410562e-04, 8
4.3726466720345857203383e-05, 9
6.3685865848422661150176e-05, 10
-3.6854642963056334886273e-05, 11
-4.4890072714746779604378e-05, 12
4.2092799321449669424245e-05, 13
-1.1671701485234546577844e-05, 14
7.8171644031209637473772e-07, 15
-4.8057799015101707454850e-07, 16
3.9500498346561221140377e-07, 17
-7.3252766066728169404298e-08, 18
-1.8610493625705745682799e-12, 19
-----------------------------------
f^(17): forward 2
-----------------------------------
(weights, stencil)
1.3594561638230097987346e-06, -2
-2.0096789399303925367866e-05, -1
1.3119311765728345459646e-04, 0
-4.9963900347299962986097e-04, 1
1.2779059140499916986944e-03, 2
-2.3499676944302287130706e-03, 3
3.1740363031003506789907e-03, 4
-3.1180298726635620985836e-03, 5
2.1350162508936140412508e-03, 6
-9.1193841460521067338735e-04, 7
1.6641100531300780855475e-04, 8
1.0570574575110867139756e-05, 9
2.2323949885151776712866e-05, 10
-1.3692597789839114369058e-05, 11
-2.6121674084049266542943e-05, 12
3.4037874466316950575456e-05, 13
-1.6708017029149730645629e-05, 14
3.1359736346341312055678e-06, 15
4.3925544973229115015357e-07, 16
-2.9757706012728408865464e-07, 17
3.8809338421166978447422e-08, 18
-----------------------------------
f^(17): forward 3
-----------------------------------
(weights, stencil)
-1.6749697474888200292818e-05, -3
4.9865964332906800686451e-04, -2
2.6042353834086475958265e-03, -1
-4.2164746562727449183394e-03, 0
-5.3942153739258537695211e-03, 1
1.6495722954586726494153e-02, 2
-2.2076174987118560993915e-02, 3
2.3105019409173210148678e-02, 4
-1.8153507843274532818079e-02, 5
1.0159510429828580782563e-02, 6
-3.5991808457785413877250e-03, 7
5.5155896073548330883762e-04, 8
3.2138910842280305260859e-05, 9
4.5457347186635528807699e-05, 10
-2.6168960438430786068610e-05, 11
-3.5255568516451181177839e-05, 12
3.7847951777810236856630e-05, 13
-1.4582995089141852866339e-05, 14
2.1617794990677804843799e-06, 15
9.9320428510018280115352e-08, 16
-4.7482258454509327236827e-08, 17
-----------------------------------
f^(17): forward 4
-----------------------------------
(weights, stencil)
4.1163638151841393470007e-05, -4
-6.7889350834759748954533e-04, -3
5.5536325649669284615362e-03, -2
1.6654571152446250026369e-03, -1
-9.8287189374073893020911e-04, 0
-4.8877694272454287605090e-02, 1
1.0672766885575883655246e-01, 2
-1.3587954398034954306418e-01, 3
1.3217931737762736443820e-01, 4
-9.3953862908086868688251e-02, 5
4.6557410539413195127434e-02, 6
-1.4385810987907948765852e-02, 7
1.9034105816709498155276e-03, 8
1.0129066843489889038297e-04, 9
1.0183897748873708456480e-04, 10
-5.3967125998479018337758e-05, 11
-5.0633890920093336184774e-05, 12
4.3696217797414851576922e-05, 13
-1.2593523975680509700641e-05, 14
1.3416103095048856514592e-06, 15
5.1412138570250436630130e-11, 16
-----------------------------------
f^(17): forward 5
-----------------------------------
(weights, stencil)
-3.6468111222226907552207e-05, -5
6.0357438553767161701358e-04, -4
-4.7272249486601698731381e-03, -3
2.3358107681989766224451e-02, -2
-5.9364223351924948202107e-02, -1
1.3197964556285352033527e-01, 0
-2.5307166041020334734668e-01, 1
3.5794259849586534949495e-01, 2
-3.8217960210863366476985e-01, 3
3.1580820353500654862344e-01, 4
-1.9540415760363316621806e-01, 5
8.5946741992262348786014e-02, 6
-2.3928757323363178399767e-02, 7
2.8875561840858454155934e-03, 8
1.4408877786797178355456e-04, 9
1.2843198100272493981239e-04, 10
-6.5542728455931132010293e-05, 11
-5.5101987110443324683132e-05, 12
4.5233955456001052300614e-05, 13
-1.2334840036084642318727e-05, 14
1.2455962021550694685364e-06, 15
-----------------------------------
f^(17): forward 6
-----------------------------------
(weights, stencil)
6.0224926597903969630737e-04, -6
-9.9005930235566835806438e-03, -5
7.6242583894790133536290e-02, -4
-3.6488551591647117033901e-01, -3
1.2139755469705388879476e+00, -2
-3.0263013145479153997996e+00, -1
5.6655548527589623120093e+00, 0
-8.1223506947016979040654e+00, 1
9.1334639487725315376565e+00, 2
-8.0473169985549670712999e+00, 3
5.4595805953390117437607e+00, 4
-2.7779508415387481612413e+00, 5
1.0050205847729727359763e+00, 6
-2.2958523837620140040094e-01, 7
2.2626572335178021799784e-02, 8
9.4379482730690502680082e-04, 9
5.9314596894946460935855e-04, 10
-2.6054824522359499704843e-04, 11
-1.2301751459916170886207e-04, 12
6.8209555622383548508479e-05, 13
-8.9652962156178468862682e-06, 14
-----------------------------------
f^(17): forward 7
-----------------------------------
(weights, stencil)
-7.0751485724298746049499e-01, -7
1.1780472712992917649899e+01, -6
-9.2060568463211978951222e+01, -5
4.4819711882515514389524e+02, -4
-1.5214580891240539131104e+03, -3
3.8181808426798284017423e+03, -2
-7.3223534381063136606826e+03, -1
1.0948004504556138272164e+04, 0
-1.2889628749939583940431e+04, 1
1.1967515616851735103410e+04, 2
-8.7100831897690914047416e+03, 3
4.8942314461301575647667e+03, 4
-2.0608055699277506391809e+03, 5
6.1448730322691676519753e+02, 6
-1.1488405864386680832467e+02, 7
9.2059336146776882259246e+00, 8
2.9548343074057709101155e-01, 9
1.3965334837795864708632e-01, 10
-5.0741788014391636663092e-02, 11
-1.0089951842749840180136e-02, 12
3.0693645939195474299510e-03, 13
-----------------------------------
f^(17): forward 8
-----------------------------------
(weights, stencil)
-8.5624218556353659526081e-01, -8
1.4422794104341827292615e+01, -7
-1.1419276408843418835204e+02, -6
5.6428805625107702326204e+02, -5
-1.9485981660553045458073e+03, -4
4.9881195286190049955621e+03, -3
-9.7963375626297929557040e+03, -2
1.5065914131522282332298e+04, -1
-1.8349637663178284128662e+04, 0
1.7773525337053855764680e+04, 1
-1.3659668134006293257698e+04, 2
8.2519628850085864542052e+03, 3
-3.8462328868083441193448e+03, 4
1.3382694438976068340708e+03, 5
-3.2733419182148429626977e+02, 6
4.9621842936077889874014e+01, 7
-3.1619930994139089364126e+00, 8
-8.6523646488178410085546e-02, 9
-2.6183128472426903110559e-02, 10
8.3309755227689002293756e-03, 11
1.1686240821832720394782e-04, 12
-----------------------------------
f^(17): forward 9
-----------------------------------
(weights, stencil)
-4.9552046210997241493246e-01, -9
7.9155227614066285823924e+00, -8
-5.8746045325362196365404e+01, -7
2.6776775297994936408941e+02, -6
-8.3325179345329706848133e+02, -5
1.8543703497913202227210e+03, -4
-2.9798392491693998636038e+03, -3
3.3275166933172095014015e+03, -2
-2.1244516924661443226796e+03, -1
-3.6578910740216559815963e+02, 0
2.7861785976065880277019e+03, 1
-3.8159955655114245018922e+03, 2
3.2718097151996280445019e+03, 3
-1.9936057747166262288374e+03, 4
8.8489397379083766281838e+02, 5
-2.8199386249207293531072e+02, 6
6.1384395776400815236684e+01, 7
-8.1519292436350756503316e+00, 8
4.7674500312703588233987e-01, 9
7.5612255992094845255536e-03, 10
-6.3372815127604189243404e-04, 11
-----------------------------------
f^(17): central 0
-----------------------------------
(weights, stencil)
-5.1309613315340387926233e-03, -10
-4.0764269469534430978541e-01, -9
7.2200938474478268958023e+00, -8
-5.5405492526549188880836e+01, -7
2.5708429304204940990530e+02, -6
-8.1022477521502355557459e+02, -5
1.8244495220873893686075e+03, -4
-2.9746741662321364856325e+03, -3
3.4067298768805148938554e+03, -2
-2.3448205074749503182829e+03, -1
1.1781387882539831515188e-03, 0
2.3448203674754436178773e+03, 1
-3.4067312270498664474871e+03, 2
2.9746745317874560896598e+03, 3
-1.8244496160229575707490e+03, 4
8.1022479586826170816494e+02, 5
-2.5708429658175788290464e+02, 6
5.5405492942496984198897e+01, 7
-7.2200938714410156649137e+00, 8
4.0764269393842489375146e-01, 9
5.1309614870521528043334e-03, 10
-----------------------------------
f^(17): backward 9
-----------------------------------
(weights, stencil)
-2.4316578914021680542235e-03, -11
2.9012968586425408323848e-02, -10
-5.8923140181917721402982e-01, -9
7.4170375948446700675731e+00, -8
-5.2269418693333200565121e+01, -7
2.3365256773557317160339e+02, -6
-7.1610748646377692239184e+02, -5
