forward 0
number of lines to read: 13
-5.1622994987681636303023e+01, 0
5.0295948230799524480972e+02, 1
-2.2917676133747631865845e+03, 2
6.4545618625348679415765e+03, 3
-1.2495584116747548250714e+04, 4
1.7481203946348603494698e+04, 5
-1.8081183086727309273556e+04, 6
1.3902311714974510323373e+04, 7
-7.8719011454185729235178e+03, 8
3.1963837952805574786908e+03, 9
-8.8238120342951822294708e+02, 10
1.4854186312115797363731e+02, 11
-1.1522503882300213717826e+01, 12
forward 1
number of lines to read: 13
-1.1522901074825924183642e+01, -1
9.8172792868393372600622e+01, 0
-3.9580940497948131451267e+02, 1
1.0037050130369026419430e+03, 2
-1.7840967940194200309634e+03, 3
2.3339716829313470043417e+03, 4
-2.2915074153172754449770e+03, 5
1.6915053223500954118208e+03, 6
-9.2719092887512806555605e+02, 7
3.6670527474611429852303e+02, 8
-9.9056735818876319399351e+01, 9
1.6374838497303727535837e+01, 10
-1.2507443451492041841533e+00, 11
forward 2
number of lines to read: 13
-1.2507440703095222822583e+00, -2
4.7367725658301695901287e+00, -1
6.1474878593871229437440e-01, 0
-3.8096561428226792145324e+01, 1
1.0942286801645313687459e+02, 2
-1.7438888989039304533435e+02, 3
1.8769444523714690831184e+02, 4
-1.4523015921271769457235e+02, 5
8.1797371255267265155453e+01, 6
-3.2908730235050093426707e+01, 7
8.9923941980133612617010e+00, 8
-1.4986772513489097224948e+00, 9
1.1516203722130273490176e-01, 10
forward 3
number of lines to read: 13
1.1516203718243066267402e-01, -3
-2.7478505316419172821440e+00, -2
1.3719411390462731503703e+01, -1
-3.2321593926748604985733e+01, 0
4.4244295600756800013187e+01, 1
-3.8790674526225771501231e+01, 2
2.3229166586641003533487e+01, 3
-9.9236110530470025281602e+00, 4
2.9833829055267644392302e+00, 5
-5.4348543779080837889950e-01, 6
2.7612430706466843666202e-02, 7
9.7552915172668380056065e-03, 8
-1.5707672342518191541116e-03, 9
forward 4
number of lines to read: 13
-1.5707672014806980508722e-03, -4
1.3558201066446426419354e-01, -3
-2.8703703709741308358616e+00, -2
1.4168650787066285445803e+01, -1
-3.3444692445394906599176e+01, 0
4.6265873005855418398369e+01, 1
-4.1486111106835068085275e+01, 2
2.5924603170874473079266e+01, 3
-1.1945188489963397771021e+01, 4
4.1064814806591618534526e+00, 5
-9.9272486750710642322559e-01, 6
1.5013227509703952478048e-01, 7
-1.0664682537045238122642e-02, 8
forward 5
number of lines to read: 13
-1.0664682539722393495030e-02, -5
1.3707010582029416356775e-01, -4
-6.9626322750939562133965e-01, -3
1.7972883590122565311553e-01, -2
6.5434027781079597829716e+00, -1
-1.9719246032288488379436e+01, 0
2.7965277778206129255523e+01, 1
-2.3185515873242401596599e+01, 2
1.2199156746141834872788e+01, 3
-4.3199404762295188220378e+00, 4
1.0563822751418199263895e+00, 5
-1.6087962963107849123645e-01, 6
1.1491402116505136654645e-02, 7
central 0
number of lines to read: 13
1.1491402116397450225427e-02, -6
-1.6005291005284796868047e-01, -5
1.0333994708990938971027e+00, -4
-3.9828042328029118479549e+00, -3
8.3960813492047474682067e+00, -2
-8.2460317460296952418730e+00, -1
2.0836151436302065818608e-11, 0
8.2460317460064267436337e+00, 1
-8.3960813491938512953539e+00, 2
3.9828042327999266802863e+00, 3
-1.0333994708985243526911e+00, 4
1.6005291005277763605186e-01, 5
-1.1491402116393238316827e-02, 6
backward 5
number of lines to read: 13
-1.1491402116401976118976e-02, -7
1.6087962962962792934363e-01, -6
-1.0563822751322657911288e+00, -5
4.3199404761904460769983e+00, -4
-1.2199156746031668774322e+01, -3
2.3185515873015614118913e+01, -2
-2.7965277777779899537336e+01, -1
1.9719246031750628844748e+01, 0
-6.5434027777798240421703e+00, 1
-1.7972883597902308827621e-01, 2
6.9626322751324276616458e-01, 3
-1.3707010582010548116472e-01, 4
1.0664682539682408118908e-02, 5
backward 4
number of lines to read: 13
1.0664682539682002193615e-02, -8
-1.5013227513226809484159e-01, -7
9.9272486772482604333590e-01, -6
-4.1064814814813361820711e+00, -5
1.1945188492063170571100e+01, -4
-2.5924603174602726340936e+01, -3
4.1486111111110773208566e+01, -2
-4.6265873015873069107329e+01, -1
3.3444692460317760662747e+01, 0
-1.4168650793651023533926e+01, 1
2.8703703703704492866677e+00, 2
-1.3558201058202495881133e-01, 3
1.5707671957682302257137e-03, 4
backward 3
number of lines to read: 13
1.5707671957635371481898e-03, -9
-9.7552910052433137316763e-03, -8
-2.7612433862720928146040e-02, -7
5.4348544973650603218118e-01, -6
-2.9833829365105861697316e+00, -5
9.9236111111158837871926e+00, -4
-2.3229166666672995233967e+01, -3
3.8790674603180811175207e+01, -2
-4.4244295634925137505888e+01, -1
3.2321593915346227277041e+01, 0
-1.3719411375662113883322e+01, 1
2.7478505291006425359512e+00, 2
-1.1516203703704355754134e-01, 3
backward 2
number of lines to read: 13
-1.1516203703804844815650e-01, -10
1.4986772486903847667605e+00, -9
-8.9923941799729316670664e+00, -8
3.2908730159018659833237e+01, -7
-8.1797371032466330120769e+01, -6
1.4523015873145186560578e+02, -5
-1.8769444444615825773326e+02, -4
1.7438888889057949427297e+02, -3
-1.0942286706472408752688e+02, -2
3.8096560847207982192231e+01, -1
-6.1474867748194994554467e-01, 0
-4.7367724867204508143459e+00, 1
1.2507440476136666429596e+00, 2
backward 1
number of lines to read: 13
1.2507440479392446519569e+00, -11
-1.6374834660140560771424e+01, -10
9.9056712986585964131336e+01, -9
-3.6670519188263375554016e+02, -8
9.2719072440732679751818e+02, -7
-1.6915049606623056206445e+03, -6
