F0
number of lines to read: 12
2.7654977683837557833613e+01, 0
-2.3126430292719635417598e+02, 1
9.0849014890659327647882e+02, 2
-2.2112264831051447799837e+03, 3
3.6924068838192570183310e+03, 4
-4.4209419494818102975842e+03, 5
3.8550360347859941612114e+03, 6
-2.4388358529595716390759e+03, 7
1.0937366929915356195124e+03, 8
-3.3040460236488314649250e+02, 9
6.0404673251099040953704e+01, 10
-5.0562205997116498323862e+00, 11
F1
number of lines to read: 12
5.0562169457743237899194e+00, -1
-3.3019643033411512078601e+01, 0
1.0244616484121200983282e+02, 1
-2.0387817676204787176175e+02, 2
2.9160238468223661811862e+02, 3
-3.1211944896806505767017e+02, 4
2.5100555951271252297374e+02, 5
-1.4949047869122262000019e+02, 6
6.3993255086624579064392e+01, 7
-1.8631812506017499941890e+01, 8
3.3059524422957502487463e+00, 9
-2.6997355009121742908107e-01, 10
F2
number of lines to read: 12
2.6997354492352199084593e-01, -2
1.8165344062501007638133e+00, -1
-1.5201388917997897820555e+01, 0
4.3051984140980437132384e+01, 1
-7.0241269837250001728535e+01, 2
7.7783333326090286163890e+01, 3
-6.2663888882057946716486e+01, 4
3.7186507932005511634088e+01, 5
-1.5853571426501458674352e+01, 6
4.5990740734385209265156e+00, 7
-8.1355820094069120074209e-01, 8
6.6269841259923925602671e-02, 9
F3
number of lines to read: 12
-6.6269841268539242395974e-02, -3
1.0652116402497577851705e+00, -2
-2.5572751322887166125497e+00, -1
-6.2202380904504794845167e-01, 0
1.0248412697616171129766e+01, 1
-1.7755555554857025413185e+01, 2
1.6549999999633651981412e+01, 3
-1.0178174602996838515878e+01, 4
4.3829365078658071297468e+00, 5
-1.2742063491860782242782e+00, 6
2.2526455026092945255201e-01, 7
-1.8320105819805976299364e-02, 8
F4
number of lines to read: 12
1.8320105819943768854507e-02, -4
-2.8611111110839326787669e-01, -3
2.2743386243121817003043e+00, -2
-6.5876984124781241547453e+00, -1
8.4464285710474023005645e+00, 0
-4.2611111109178256839414e+00, 1
-8.2777777777466665654060e-01, 2
2.0404761904558572638280e+00, 3
-1.1097222222116807088810e+00, 4
3.5251322750999264377114e-01, 5
-6.5079365078781162279320e-02, 6
5.4232804232325002025128e-03, 7
F5
number of lines to read: 12
-5.4232804232809423555794e-03, -5
8.3399470899479355434636e-02, -4
-6.4404761904768914604347e-01, -3
3.4674603174607332434221e+00, -2
-9.2722222222243502187666e+00, -1
1.2741666666670326435451e+01, 0
-9.2722222222245278544506e+00, 1
3.4674603174608114031230e+00, 2
-6.4404761904773788483425e-01, 3
8.3399470899492830766597e-02, 4
-5.4232804232830847390723e-03, 5
0.0000000000000000000000e+00, 6
B5
number of lines to read: 12
0.0000000000000000000000e+00, -6
-5.4232804232773731620276e-03, -5
8.3399470899451072503084e-02, -4
-6.4404761904753771162291e-01, -3
3.4674603174601381638809e+00, -2
-9.2722222222219450316061e+00, -1
1.2741666666666606744229e+01, 0
-9.2722222222223305010402e+00, 1
3.4674603174603593203074e+00, 2
-6.4404761904763063729007e-01, 3
8.3399470899472818996578e-02, 4
-5.4232804232805737268408e-03, 5
B4
number of lines to read: 12
5.4232804232803334676394e-03, -7
-6.5079365079364071000612e-02, -6
3.5251322751322250459438e-01, -5
-1.1097222222222078436005e+00, -4
2.0404761904761632429484e+00, -3
-8.2777777777774264045263e-01, -2
-4.2611111111111501514870e+00, -1
8.4464285714285978201588e+00, 0
-6.5876984126984119427561e+00, 1
2.2743386243386156664315e+00, 2
-2.8611111111110953952874e-01, 3
1.8320105820105674065967e-02, 4
B3
number of lines to read: 12
-1.8320105820102575849839e-02, -8
2.2526455026451064345139e-01, -7
-1.2742063492061279639245e+00, -6
4.3829365079357627266177e+00, -5
-1.0178174603172919887584e+01, -4
1.6549999999997329069856e+01, -3
-1.7755555555552536617370e+01, -2
1.0248412698410286125750e+01, -1
-6.2202380952250213574928e-01, 0
-2.5572751322755760128302e+00, 1
1.0652116402117184357223e+00, 2
-6.6269841269845766729141e-02, 3
B2
number of lines to read: 12
6.6269841269907536762673e-02, -9
-8.1355820105900500394114e-01, -8
4.5990740740785565066062e+00, -7
-1.5853571428586606728572e+01, -6
3.7186507936542682273284e+01, -5
-6.2663888888945386668183e+01, -4
7.7783333333399866660329e+01, -3
-7.0241269841326683831539e+01, -2
4.3051984127019011339144e+01, -1
-1.5201388888903796470231e+01, 0
1.8165343915384490891540e+00, 1
2.6997354497301606635062e-01, 2
B1
number of lines to read: 12
-2.6997354498021641777683e-01, -10
3.3059523810319353387399e+00, -9
-1.8631812169746005736215e+01, -8
6.3993253969683287607495e+01, -7
-1.4949047619364026218136e+02, -6
2.5100555556050304062410e+02, -5
-3.1211944445002922066124e+02, -4
2.9160238095694268167790e+02, -3
-2.0387817460582616035936e+02, -2
1.0244616402221424777963e+02, -1
-3.3019642857400256730216e+01, 0
5.0562169312468583370901e+00, 1
B0
number of lines to read: 12
-5.0562169286549618618665e+00, -11
6.0404629599865870659414e+01, -10
-3.3040436492175331295584e+02, -9
1.0937359121961246728461e+03, -8
-2.4388341259134781466855e+03, -7
3.8550333317301856368431e+03, -6
-4.4209388871677238057600e+03, -5
3.6924043637540603413072e+03, -4
-2.2112249992825218214421e+03, -3
9.0848955000439173090854e+02, -2
-2.3126415338227616302902e+02, -1
2.7654960311779660742104e+01, 0
