f^(1): LTE = O(4)
=========================

f^(1): forward 0
-----------------------------------
(weights, stencil)
-2.0833333333333308168278e+00, 0
3.9999999999999915623050e+00, 1
-2.9999999999999888977698e+00, 2
1.3333333333333268200249e+00, 3
-2.4999999999999858446564e-01, 4
-----------------------------------
f^(1): forward 1
-----------------------------------
(weights, stencil)
-2.5000000000000022204460e-01, -1
-8.3333333333333303727386e-01, 0
1.5000000000000000000000e+00, 1
-5.0000000000000000000000e-01, 2
8.3333333333333328707404e-02, 3
-----------------------------------
f^(1): central 0
-----------------------------------
(weights, stencil)
8.3333333333333328707404e-02, -2
-6.6666666666666662965923e-01, -1
0.0000000000000000000000e+00, 0
6.6666666666666662965923e-01, 1
-8.3333333333333328707404e-02, 2
-----------------------------------
f^(1): backward 1
-----------------------------------
(weights, stencil)
-8.3333333333333328707404e-02, -3
4.9999999999999994448885e-01, -2
-1.4999999999999997779554e+00, -1
8.3333333333333314829616e-01, 0
2.4999999999999994448885e-01, 1
-----------------------------------
f^(1): backward 0
-----------------------------------
(weights, stencil)
2.4999999999999958366637e-01, -4
-1.3333333333333312609170e+00, -3
2.9999999999999955591079e+00, -2
-3.9999999999999960031971e+00, -1
2.0833333333333317050062e+00, 0
-----------------------------------
=========================
f^(2): LTE = O(3)
=========================

f^(2): forward 0
-----------------------------------
(weights, stencil)
2.9166666666666616336556e+00, 0
-8.6666666666666429819088e+00, 1
9.4999999999999626965064e+00, 2
-4.6666666666666429819088e+00, 3
9.1666666666666152263332e-01, 4
-----------------------------------
f^(2): forward 1
-----------------------------------
(weights, stencil)
9.1666666666666674068153e-01, -1
-1.6666666666666667406815e+00, 0
5.0000000000000000000000e-01, 1
3.3333333333333331482962e-01, 2
-8.3333333333333328707404e-02, 3
-----------------------------------
f^(2): central 0
-----------------------------------
(weights, stencil)
-8.3333333333333300951828e-02, -2
1.3333333333333328152293e+00, -1
-2.4999999999999995559108e+00, 0
1.3333333333333332593185e+00, 1
-8.3333333333333328707404e-02, 2
-----------------------------------
f^(2): backward 1
-----------------------------------
(weights, stencil)
-8.3333333333333328707404e-02, -3
3.3333333333333325931847e-01, -2
5.0000000000000011102230e-01, -1
-1.6666666666666667406815e+00, 0
9.1666666666666674068153e-01, 1
-----------------------------------
f^(2): backward 0
-----------------------------------
(weights, stencil)
9.1666666666666574148081e-01, -4
-4.6666666666666616336556e+00, -3
9.4999999999999893418590e+00, -2
-8.6666666666666571927635e+00, -1
2.9166666666666625218340e+00, 0
-----------------------------------
=========================
f^(3): LTE = O(2)
=========================

f^(3): forward 0
-----------------------------------
(weights, stencil)
-2.4999999999999911182158e+00, 0
8.9999999999999644728632e+00, 1
-1.1999999999999948485652e+01, 2
6.9999999999999662492201e+00, 3
-1.4999999999999924504834e+00, 4
-----------------------------------
f^(3): forward 1
-----------------------------------
(weights, stencil)
-1.5000000000000000000000e+00, -1
5.0000000000000000000000e+00, 0
-6.0000000000000000000000e+00, 1
3.0000000000000000000000e+00, 2
-5.0000000000000000000000e-01, 3
-----------------------------------
f^(3): central 0
-----------------------------------
(weights, stencil)
-5.0000000000000000000000e-01, -2
1.0000000000000000000000e+00, -1
0.0000000000000000000000e+00, 0
-1.0000000000000000000000e+00, 1
5.0000000000000000000000e-01, 2
-----------------------------------
f^(3): backward 1
-----------------------------------
(weights, stencil)
5.0000000000000000000000e-01, -3
-2.9999999999999995559108e+00, -2
5.9999999999999991118216e+00, -1
-5.0000000000000000000000e+00, 0
1.5000000000000004440892e+00, 1
-----------------------------------
f^(3): backward 0
-----------------------------------
(weights, stencil)
1.4999999999999984456878e+00, -4
-6.9999999999999928945726e+00, -3
1.1999999999999985789145e+01, -2
-8.9999999999999857891453e+00, -1
2.4999999999999946709295e+00, 0
-----------------------------------
=========================
f^(4): LTE = O(1)
=========================

f^(4): forward 0
-----------------------------------
(weights, stencil)
9.9999999999999511501869e-01, 0
-3.9999999999999777955395e+00, 1
5.9999999999999662492201e+00, 2
-3.9999999999999795718963e+00, 3
9.9999999999999555910790e-01, 4
-----------------------------------
f^(4): forward 1
-----------------------------------
(weights, stencil)
9.9999999999999911182158e-01, -1
-3.9999999999999991118216e+00, 0
6.0000000000000000000000e+00, 1
-4.0000000000000000000000e+00, 2
1.0000000000000000000000e+00, 3
-----------------------------------
f^(4): central 0
-----------------------------------
(weights, stencil)
1.0000000000000000000000e+00, -2
-4.0000000000000000000000e+00, -1
6.0000000000000000000000e+00, 0
-4.0000000000000000000000e+00, 1
1.0000000000000000000000e+00, 2
-----------------------------------
f^(4): backward 1
-----------------------------------
(weights, stencil)
1.0000000000000000000000e+00, -3
-3.9999999999999991118216e+00, -2
5.9999999999999982236432e+00, -1
-3.9999999999999991118216e+00, 0
1.0000000000000002220446e+00, 1
-----------------------------------
f^(4): backward 0
-----------------------------------
(weights, stencil)
9.9999999999999911182158e-01, -4
-3.9999999999999951150187e+00, -3
5.9999999999999911182158e+00, -2
-3.9999999999999924504834e+00, -1
9.9999999999999711342014e-01, 0
-----------------------------------
=========================
