forward 0
number of lines to read: 6
2.9999999999999653610416e+00, 0
-1.3999999999999790389893e+01, 1
2.5999999999999594990641e+01, 2
-2.3999999999999648281346e+01, 3
1.0999999999999857891453e+01, 4
-1.9999999999999762412273e+00, 5
forward 1
number of lines to read: 6
1.9999999999999982236432e+00, -1
-8.9999999999999946709295e+00, 0
1.5999999999999996447286e+01, 1
-1.4000000000000000000000e+01, 2
6.0000000000000000000000e+00, 3
-1.0000000000000000000000e+00, 4
forward 2
number of lines to read: 6
1.0000000000000000000000e+00, -2
-4.0000000000000000000000e+00, -1
6.0000000000000000000000e+00, 0
-4.0000000000000000000000e+00, 1
1.0000000000000000000000e+00, 2
0.0000000000000000000000e+00, 3
backward 2
number of lines to read: 6
6.5790994051861124669267e-17, -3
9.9999999999999955591079e-01, -2
-4.0000000000000000000000e+00, -1
5.9999999999999982236432e+00, 0
-3.9999999999999982236432e+00, 1
1.0000000000000000000000e+00, 2
backward 1
number of lines to read: 6
-9.9999999999999977795540e-01, -4
5.9999999999999982236432e+00, -3
-1.3999999999999992894573e+01, -2
1.5999999999999991118216e+01, -1
-8.9999999999999964472863e+00, 0
1.9999999999999982236432e+00, 1
backward 0
number of lines to read: 6
-2.0000000000000048849813e+00, -5
1.1000000000000030198066e+01, -4
-2.4000000000000074606987e+01, -3
2.6000000000000099475983e+01, -2
-1.4000000000000074606987e+01, -1
3.0000000000000239808173e+00, 0
