forward 0
number of lines to read: 6
-4.2499999999999049649091e+00, 0
1.7749999999999662492201e+01, 1
-2.9499999999999502620085e+01, 2
2.4499999999999616306923e+01, 3
-1.0249999999999845456955e+01, 4
1.7499999999999742428258e+00, 5
forward 1
number of lines to read: 6
-1.7499999999999997779554e+00, -1
6.2499999999999991118216e+00, 0
-8.5000000000000000000000e+00, 1
5.5000000000000000000000e+00, 2
-1.7500000000000000000000e+00, 3
2.5000000000000000000000e-01, 4
forward 2
number of lines to read: 6
-2.4999999999999986122212e-01, -2
-2.5000000000000160982339e-01, -1
2.5000000000000017763568e+00, 0
-3.5000000000000008881784e+00, 1
1.7500000000000000000000e+00, 2
-2.5000000000000000000000e-01, 3
backward 2
number of lines to read: 6
2.5000000000000000000000e-01, -3
-1.7500000000000000000000e+00, -2
3.5000000000000008881784e+00, -1
-2.5000000000000017763568e+00, 0
2.5000000000000049960036e-01, 1
2.4999999999999988897770e-01, 2
backward 1
number of lines to read: 6
-2.5000000000000000000000e-01, -4
1.7500000000000000000000e+00, -3
-5.5000000000000000000000e+00, -2
8.5000000000000000000000e+00, -1
-6.2500000000000000000000e+00, 0
1.7499999999999995559108e+00, 1
backward 0
number of lines to read: 6
-1.7500000000000062172489e+00, -5
1.0250000000000037303494e+01, -4
-2.4500000000000088817842e+01, -3
2.9500000000000113686838e+01, -2
-1.7750000000000085265128e+01, -1
4.2500000000000275335310e+00, 0
