F0
number of lines to read: 14
-2.3843650876866998800097e+01, 0
3.0273023391990307118249e+02, 1
-1.7733897790652163166669e+03, 2
6.3471558759324570928584e+03, 3
-1.5486918926482487222529e+04, 4
2.7205080364252353319898e+04, 5
-3.5398490955795597983524e+04, 6
3.4544361578565796662588e+04, 7
-2.5283562791695465421071e+04, 8
1.3708286619249945943011e+04, 9
-5.3516543356224610761274e+03, 10
1.4246197872744462529226e+03, 11
-2.3178097795275286330252e+02, 12
1.7406958295943134373829e+01, 13
F1
number of lines to read: 14
-1.7416223730480151488109e+01, -1
2.1991540289540353114717e+02, 0
-1.2815015232048506277351e+03, 1
4.5631817221310930108302e+03, 2
-1.1077958333568169109640e+04, 3
1.9362821956664480239851e+04, 4
-2.5069088640880705497693e+04, 5
2.4343081165215458895545e+04, 6
-1.7729305765729779523099e+04, 7
9.5654451513270832947455e+03, 8
-3.7161771905863320171193e+03, 9
9.8450266345439922588412e+02, 10
-1.5941708044552640899383e+02, 11
1.1916696457927479002592e+01, 12
F2
number of lines to read: 14
-1.1916677463618354337882e+01, -2
1.4941654481501097961882e+02, -1
-8.6449995992837625635730e+02, 0
3.0561673288460297044367e+03, 1
-7.3654181089037083438598e+03, 2
1.2779251845286722527817e+04, 3
-1.6423001850288477726281e+04, 4
1.5829001453862485504942e+04, 5
-1.1442750885300725713023e+04, 6
6.1279170764574264467228e+03, 7
-2.3631668061231189312821e+03, 8
6.2150003291655457360321e+02, 9
-9.9916671482523724989733e+01, 10
7.4166669957551691894082e+00, 11
F3
number of lines to read: 14
-7.4166667467591045337372e+00, -3
9.1916663343102783301219e+01, -2
-5.2549994652731550104363e+02, -1
1.8351666059730355300417e+03, 0
-4.3679166734399523193133e+03, 1
7.4827500868449496920221e+03, 2
-9.4930000891410145413829e+03, 3
9.0310000643246476101922e+03, 4
-6.4432500357551989509375e+03, 5
3.4054166819265960839402e+03, 6
-1.2961666715051869687159e+03, 7
3.3650000107345761080069e+02, 8
-5.3416666815341507401627e+01, 9
3.9166666763403745754601e+00, 10
F4
number of lines to read: 14
-3.9166666738209983122943e+00, -4
4.7416666881981683445701e+01, -3
-2.6450000435888080119184e+02, -2
9.0016677825829412995517e+02, -1
-2.0854168808181570966553e+03, 0
3.4732501099431719921995e+03, 1
-4.2790000045466349547496e+03, 2
3.9490000021511273189390e+03, 3
-2.7307500015032014744065e+03, 4
1.3979166674220882669033e+03, 5
-5.1516666693244940233853e+02, 6
1.2950000006330208179861e+02, 7
-1.9916666675902405359011e+01, 8
1.4166666672924266290323e+00, 9
F5
number of lines to read: 14
-1.4166666665959446458345e+00, -5
1.5916666665451229434325e+01, -4
-8.1499999989484507523230e+01, -3
2.5116666660319606307894e+02, -2
-5.1791666660732676064072e+02, -1
7.5075000000147986156662e+02, 0
-7.8099999998688576852146e+02, 1
5.8300000000082161477621e+02, 2
-3.0525000003657072511487e+02, 3
1.0541666669002080425344e+02, 4
-2.0166666675694237653715e+01, 5
5.0000000228474283936464e-01, 6
5.8333333298339884454009e-01, 7
-8.3333333308601431621554e-02, 8
F6
number of lines to read: 14
8.3333333326616909619844e-02, -6
-2.5833333332285159933406e+00, -5
2.3499999999221483193423e+01, -4
-1.1183333332967696094329e+02, -3
3.3458333332116512792709e+02, -2
-6.8474999996944393387821e+02, -1
1.0009999999733420281700e+03, 0
-1.0669999999921119524515e+03, 1
8.3325000000282477685687e+02, 2
-4.7208333333730257663774e+02, 3
1.8883333333495886563469e+02, 4
-5.0500000000406977562761e+01, 5
8.0833333333943944154498e+00, 6
-5.8333333333756243188617e-01, 7
B6
number of lines to read: 14
5.8333333333341863546906e-01, -7
-8.0833333333345986915219e+00, -6
5.0500000000008824940778e+01, -5
-1.8883333333337182580181e+02, -4
4.7208333333345069604547e+02, -3
-8.3325000000025556801120e+02, -2
1.0670000000004029061529e+03, -1
-1.0010000000001666649041e+03, 0
6.8474999999968667907524e+02, 1
-3.3458333333307558632441e+02, 2
1.1183333333325589364904e+02, 3
-2.3499999999984019893873e+01, 4
2.5833333333312311630436e+00, 5
-8.3333333333200768078264e-02, 6
B5
number of lines to read: 14
8.3333333333272280318837e-02, -8
-5.8333333333251302654787e-01, -7
-5.0000000000494393415096e-01, -6
2.0166666666683600084298e+01, -5
-1.0541666666669776475374e+02, -4
3.0524999999999329247657e+02, -3
-5.8299999999972237674228e+02, -2
7.8099999999840349573788e+02, -1
-7.5074999999729561750428e+02, 0
5.1791666666511412131513e+02, 1
-2.5116666666641819460892e+02, 2
8.1499999999959982233122e+01, 3
-1.5916666666662143470035e+01, 4
1.4166666666664080587168e+00, 5
B4
number of lines to read: 14
-1.4166666666668537022389e+00, -9
1.9916666666669044616356e+01, -8
-1.2950000000001358557711e+02, -7
5.1516666666671233087982e+02, -6
-1.3979166666667651952594e+03, -5
2.7307500000001341504685e+03, -4
-3.9490000000000959516910e+03, -3
4.2790000000000000000000e+03, -2
-3.4732499999999827196007e+03, -1
2.0854166666667233585031e+03, 0
-9.0016666666675575925183e+02, 1
2.6450000000005047695595e+02, 2
-4.7416666666679084585212e+01, 3
3.9166666666673974894763e+00, 4
B3
number of lines to read: 14
-3.9166666666379290617783e+00, -10
5.3416666666271417795997e+01, -9
-3.3649999999749013568362e+02, -8
1.2961666666569351491489e+03, -7
-3.4054166666410155812628e+03, -6
6.4432499999516285242862e+03, -5
-9.0309999999332321749534e+03, -4
9.4929999999322863004636e+03, -3
-7.4827499999501669663005e+03, -2
4.3679166666408154924284e+03, -1
-1.8351666666576888928830e+03, 0
